French
Conversation ID,Entry ID,Actor,Original Text,Translated Text [French],Original Menu,Translated Menu [French],Description
34,14,Robot,"No, I think you made a mistake in interpreting the results.","Non, il y a une erreur dans l'interprétation des résultats.",,,
34,15,Robot,"You're right, this haemoglobin level is well below the average whereas it was announced as higher in the initial test.","Tu as raison, ce taux d'hémoglobine est bien inférieur à la moyenne alors qu'il était annoncé comme supérieur lors du test initial.",,,
34,16,Robot,Go back to the codex and make sure that you have clicked on the right value to analyse or that you have identified the right problem.,Retourne dans le codex et assure-toi que tu as cliqué sur la bonne valeur à analyser ou que tu as identifié le bon problème.,,,
34,17,Robot,So Bernie Russo's analysis has been falsified! What a lack of ethics!,Donc l'analyse de Bernie Russo a été falsifiée ! Quel manque d'éthique !,,,
34,18,Robot,"We need to notify the government of our discovery, but first we need to archive the blood sample and store the control  sample.","Nous devons informer le gouvernement de notre découverte, mais d'abord nous devons archiver l'échantillon de sang et stocker l'échantillon de contrôle.",,,
35,0,Robot,,,,,
35,8,Robot,"Okay, you can put the patient and control sample away into the cabinet or fridge.","Ok, tu peux mettre le sang et l'échantillon de contrôle dans les frigos.",,,
35,9,Robot,Great work!,Excellent travail !,,,
35,10,Robot,Let's go to the offices to inform the government of the results of the analysis.,Allons dans les bureaux pour informer le gouvernement des résultats de l'analyse.,,,
36,0,Robot,,,,,
36,1,Robot,"Good job, you just solved your first case! Get some rest, you've earned it!","Bon travail, tu viens de résoudre ta première affaire ! Repose-toi, tu l'as bien mérité !",,,
36,2,Robot,Click on the monitor to send the report to the government.,Clique sur l'écran  pour envoyer le rapport au gouvernement.,,,
36,10,Robot,"Before we finish, I have one more question for you.","Avant de terminer, j'ai une dernière question pour toi.",,,
36,11,Robot,Don't forget to put back your PPE in the locker !,N'oublie pas de remettre ton EPI dans le casier !,,,
37,0,Robot,,,,,
37,4,Player,I should call Lilou before I go to sleep,Je devrais appeler Lilou avant de dormir,,,
37,5,Player,Let's see the news of the day on TV,Voyons les informations du jour à la télé,,,
37,6,Player,Sleep,Dormir,,,
37,7,Player,I need to put back my PPE in the locker before sleeping.,Je dois remettre mon EPI dans le casier avant de dormir.,,,
38,0,Robot,,,,,
38,8,TV,News of the day:,Informations du jour :,,,
38,9,TV,"FC Mars, recently bought by Qatari investors, announces its ambition to win the Champions Galatic League.","Le FC Mars, récemment racheté par des investisseurs qataris, annonce son ambition de remporter la Champions Galatic League.",,,
38,10,TV,"To achieve this, they have announced the transfer of great players and the first name mentioned is that of the multiple golden ball winner, Aureliano Foguinho.","Pour y parvenir, ils ont annoncé le transfert de grands joueurs et le premier nom cité est celui du multiple ballon d'or, Aureliano Foguinho.",,,
39,0,Robot,,,,,
39,11,Player,"Hi little sister, how was your day? I solved my first survey today, I hope to continue like this and get our accesses to Mars soon.","Salut petite sœur, comment s'est passée ta journée ? J'ai résolu ma première enquête aujourd'hui, j'espère continuer comme ça et obtenir nos accès à Mars bientôt.",,,
39,12,Lilou,[Unintelligible noises].,[Bruits incompréhensibles],,,
39,13,Lilou,[Unintelligible noises].,[Bruits incompréhensibles],,,
39,14,Player,You didn't have too many asthma attacks today?,Tu n'as pas eu trop de crises d'asthme aujourd'hui ?,,,
39,15,Player,"Okay, I hope you feel better tomorrow. I'll leave you, have a good rest and say hello to your auntie!","Ok, j'espère que tu te sentiras mieux demain. Je te laisse, repose-toi bien et dis bonjour à tata !",,,
40,0,Tutorial,,,,,
40,1,Tutorial,Welcome to the lab !,Bienvenue au laboratoire !,,,
40,2,Tutorial,"To move the camera, hold down the left mouse button and drag your mouse.","Pour déplacer la caméra, maintiens le bouton gauche de la souris enfoncé et fais glisser la souris.",,,
40,3,Tutorial,"To rotate the view, hold down the right mouse button and drag your mouse.","Pour faire pivoter la vue, maintiens le bouton droit de la souris enfoncé et fais glisser la souris.",,,
40,4,Tutorial,"To move your player, click on the ground where you want to move them to.","Pour déplacer ton avatar, clique sur le sol à l'endroit où tu veux le déplacer.",,,
40,5,Tutorial,"To interact with objects that have a red outline, click on them with the left mouse button.","Pour interagir avec les objets dont le contour est rouge, clique dessus avec le bouton gauche de la souris.",,,
40,6,Tutorial,"For some objects, left clicking will zoom in to orbit mode.","Pour certains objets, un clic gauche permet de zoomer en mode orbite.",,,
40,7,Tutorial,You can then hold the left mouse button to rotate around it.,Tu peux ensuite maintenir le bouton gauche de la souris enfoncé pour effectuer une rotation autour d'elle.,,,
40,8,Tutorial,"To zoom back out, use the right mouse button.","Pour effectuer un zoom arrière, utilise le bouton droit de la souris.",,,
40,9,Tutorial,"To zoom the view in or out, use the mouse wheel.","Pour effectuer un zoom avant ou arrière, utilise la molette de la souris.",,,
41,0,Player,,,,,
41,1,Henchmen,We will make you an offer you cannot refuse! Falsify analyses for us and you will soon become very rich!,Nous vous ferons une offre que vous ne pourrez pas refuser ! Falsifiez des analyses pour nous et vous deviendrez très riches !,,,
41,2,Robot,"Stop it, you can't do that! Ahhh!!! Ahhh!!! Ahhh!  ","Arrêtez, vous ne pouvez pas faire ça ! Ahhh !!! Ahhh !!! Ahhh !  ",,,
41,3,Player,No way!,Pas question !,,,
41,4,Robot,"We have to stop it, they are breaking everything!","Il faut arrêter ça, ils sont en train de tout casser !",,,
41,5,Robot,They are Edith Balmont's henchmen! They have discovered the existence of the laboratory!,Ce sont les hommes de main d'Edith Balmont ! Ils ont découvert l'existence du laboratoire !,,,
41,6,Henchmen,You name it... We will destroy all automatons in this lab if you don’t cooperate with us.,Tout à fait... Nous détruirons ce laboratoire si vous ne coopérez pas!,,,
41,7,Robot,Nooooo!,Nooooon!,,,
41,8,Player,"Get over it, it's okay. These two men will not stop us from accomplishing our mission.   ","Oublie ça, ce n'est pas grave. Ils ne nous empêcheront pas d'accomplir notre mission. ",,,
41,9,Robot,"Sniff, sniff... You are right, we are stronger than that. We have just received an urgent e-mail from the government for a new analysis.","Sniff, sniff... Tu as raison, nous sommes plus forts que ça. Nous venons de recevoir un e-mail urgent du gouvernement pour une nouvelle analyse.",,,
41,10,Robot,"It's a special request, it's about the sample of the famous footballer Aureliano Foguinho.",Il s'agit d'une demande spéciale concernant l'échantillon du célèbre footballeur Aureliano Foguinho.,,,
41,11,Robot,It's the last day of the mercato and it is absolutely necessary to provide an analysis of his blood to prove that everything is normal and validate his transfer.,C'est le dernier jour du mercato et il faut absolument fournir une analyse de son sang pour prouver que tout est normal et valider son transfert.,,,
41,12,Robot,"All the laboratories are overwhelmed, which is why the government has turned to us...","Tous les laboratoires sont débordés, c'est pourquoi le gouvernement s'est tourné vers nous...",,,
41,13,Robot,But how can we do this without an automaton ?,Mais comment faire sans automate ?,,,
41,14,Player,"Don't panic, we'll play it old school. Is there a microscope in this laboratory?  ","Pas de panique, nous allons jouer à l'ancienne. Y a-t-il un microscope dans ce laboratoire ?  ",,,
41,15,Robot,"Yes, great idea! But first you need to get your PPE and go to the reception room to take the sample.","Oui, c'est une excellente idée ! Mais il faut d'abord mettre ton EPI et te rendre dans la salle de réception pour prélever l'échantillon.",,,
41,16,Robot,Come help !,Viens m'aider !,,,
41,17,Robot,,,,,
42,0,Player,,,,,
42,1,Robot,"Here, take the sample on the counter",Prends l'échantillon sur le comptoir,,,
42,2,Robot,Scan the barcode! It's not every day that the blood of a personality like Aureliano Foguinho is analysed.,Scanne le code-barres ! Ce n'est pas tous les jours que le sang d'une personnalité comme Aureliano Foguinho est analysé.,,,
42,3,Robot,"CBC Analysis, great, let's head to the lab.","Analyse CBC, très bien, allons au labo.",,,
43,0,Player,,,,,
43,1,Robot,"Before starting the microscopic analysis, you must prepare the blood smear.","Avant de commencer l'analyse microscopique, on doit préparer le frottis sanguin.",,,
43,2,Robot,The first step is to put a drop of blood on the glass slide using the pipette tool.,La première étape consiste à déposer une goutte de sang sur la lame de verre à l'aide de la pipette.,,,
43,3,Robot,Drag the blood sample from your inventory to the pipette tool to do so.,"Pour ce faire, fais glisser l'échantillon de sang de ton inventaire vers l'outil pipette.",,,
43,4,Robot,Press the start button to begin smearing the blood on the slide.,Appuie sur le bouton Start pour commencer à étaler le sang sur la lame.,,,
43,5,Robot,Now drag the glass slide onto the slide support in the staining machine.,Fais glisser la lame de verre sur le support dans l'appareil de coloration.,,,
43,6,Robot,And start the staining process on the stainbox screen.,Et lance le processus de coloration sur l'écran de la machine.,,,
43,7,Robot,"Great, now the glass slide is ready to be analysed with the microscope.",La lame de verre est maintenant prête à être analysée au microscope.,,,
43,8,Robot,Pick it up and drag it on the microscope.,Ramasse-la et fais-la glisser sur le microscope.,,,
43,9,Robot,Now look at the screen and try to determine if the blood cells are normal or if there's something wrong using the poster on the left.,Compare et clique sur le poster pour déterminer si les cellules sanguines sont normales ou s'il y a un problème.,,,
43,10,Robot,Are you sure ? I don't see anything wrong on the microscope screen.,Tu es sûr ? Je ne vois rien d'anormal sur l'écran du microscope.,,,
43,11,Robot,"Well done, good job! You know the next step. You have to archive the EDTA sample.","Bravo, bravo ! Tu connais l'étape suivante. Il faut archiver l'échantillon d'EDTA.",,,
44,0,Player,,,,,
44,2,Player,"Don't forget to dress up, it's mandatory in the lab!","Attention, n’oublie pas de te mettre en tenue, c’est obligatoire dans le labo!",,,
45,0,Player,,,,,
45,1,Robot,Put the blood sample in the cold storage.,Place l'échantillon de sang dans la chambre froide.,,,
45,2,Robot,Put the blood smear in the smear box here.,Place le frottis sanguin dans la boîte à frottis ici.,,,
45,3,Robot,Excellent work! Let's go to the offices to inform the government of the results of the analysis.,Excellent travail ! Allons dans les bureaux pour informer le gouvernement des résultats de l'analyse.,,,
46,0,Player,,,,,
46,2,Robot,"There you go, one good thing done.","Et voilà, une bonne chose de faite.",,,
46,3,Robot,"You can see that the old ways  can come in handy in a crisis. That's it for today, I think we've had our share of excitement.","Comme quoi les vieilles méthodes peuvent s'avérer utiles en cas de crise. C'est tout pour aujourd'hui, je pense que nous avons eu notre part d'excitation.",,,
46,4,Robot,Have a good rest and see you tomorrow!,Bon repos et à demain !,,,
46,7,Robot,Don't forget to put back your PPE in the locker !,N'oublie pas de remettre ton EPI dans le casier !,,,
47,0,Player,,,,,
47,7,Player,I should call Lilou before I go to sleep,Je devrais appeler Lilou avant de dormir,,,
47,8,Player,Let's see the news of the day on TV,Voyons les informations du jour à la télé,,,
47,9,Player,Sleep,Dormir,,,
47,10,Player,I need to put back my PPE in the locker before sleeping.,Je dois remettre mon EPI dans le casier avant de dormir.,,,
48,0,Player,,,,,
48,11,TV,News of the day:,Informations du jour :,,,
48,12,TV,"Aureliano, where are you? The football artist has still not taken his place in the ship, while all the humans living on Mars are waiting for him.","Aureliano, où es-tu ? L'artiste footballeur n'a toujours pas pris place dans le vaisseau, alors que tous les humains vivant sur Mars l'attendent.",,,
48,13,TV,"Some say it's a problem with his salary, others say it's a problem with his medical examination...","Certains parlent d'un problème de salaire, d'autres d'un problème d'examen médical...",,,
48,14,TV,The Qatari buyers of FC Mars have said they are worried and hope that the transfer will be validated before the end of the mercato.,Les acheteurs qataris du FC Mars se sont dits inquiets et espèrent que le transfert sera validé avant la fin du mercato.,,,
48,15,TV,"Oh, breaking news, I've just been told that the player's medical tests have been validated.","Oh, dernière nouvelle, je viens d'apprendre que les tests médicaux du joueur ont été validés.",,,
48,16,TV,He has just signed his contract and will therefore be a player of the Galactic Champions League next season.,Il vient de signer son contrat et sera donc un joueur du FC Mars la saison prochaine.,,,
49,0,Player,,,,,
49,16,Player,"Hello auntie, how are you?   ","Bonjour tata, comment vas-tu ?   ",,,
49,17,Lilou,[Unintelligible noises].,[Bruits incompréhensibles],,,
49,19,Player,"You're right, we shouldn't wake her up. I'll call again tomorrow...  ","Tu as raison, il ne faut pas la réveiller. Je rappellerai demain...  ",,,
50,0,Quizz,,,,,
51,0,Quizz,,,,,
51,1,Robot,"Hey wake up, I have good news, the automaton is fixed!","Hé réveille-toi, j'ai de bonnes nouvelles, l'automate est réparé !",,,
51,2,Robot,I had to work all night but it was important because today we have an important analysis.,"J'ai dû travailler toute la nuit, parce que nous avons une analyse importante aujourd'hui.",,,
51,3,Player,Grmphff...,Grmphff...,,,
51,4,Robot,The government has just sent me a message.,Le gouvernement vient de m'envoyer un message.,,,
51,5,Robot,"We are to carry out a thorough analysis of the samples of Julia Balmont, the eldest daughter of Edith Balmont, the suspected godmother of the local mob.","Nous devons procéder à une analyse approfondie des échantillons de Julia Balmont, la fille aînée d'Edith Balmont, soupçonnée d'être à la tête de la mafia locale.",,,
51,6,Robot,"If we can prove that the first analysis was falsified, the secret service promises us a place in the laboratory of the spacecraft that shuttles between Mars and Earth!","Si nous prouvons que l'analyse a été falsifiée, les services secrets nous promettent une place dans le laboratoire du vaisseau spatial qui fait la navette entre Mars et la Terre !",,,
51,7,Player,"Wow, let me get ready and I'll meet you in the reception room! Today we're going to save Lilou!","Wow, laisse-moi me préparer et je te retrouve dans la salle de réception ! Aujourd'hui, nous allons sauver Lilou !",,,
51,8,Robot,"Okay, see you soon!","D'accord, à tout de suite !",,,
52,0,Robot,,,,,
52,1,Robot,Scan the blood sample barcode!,Scanne le code-barres de l'échantillon de sang !,,,
52,2,Robot,"Here, take the blood sample on the counter.",Prends l'échantillon de sang sur le comptoir.,,,
52,3,Robot,This is Julia Balmont's blood sample. She has apparently applied for a job as an astronaut to carry out missions on Mars.,Il s'agit de l'échantillon de sang de Julia Balmont. Elle aurait postulé à un emploi d'astronaute pour effectuer des missions sur Mars.,,,
52,4,Robot,The tests for astronauts are more complicated.,Les tests pour les astronautes sont plus compliqués.,,,
52,5,Robot,You have to do both a blood test via the automaton and a urine test via the multistix.,Il faut réaliser à la fois un test sanguin via l'automate et un test urinaire via le multistix.,,,
52,6,Player,Why might the sample be falsified?,Pourquoi l'échantillon pourrait-il être falsifié ?,,,
52,7,Robot,"As I told you, she is Edith Balmont's daughter.","Comme je te l'ai dit, c'est la fille d'Edith Balmont.",,,
52,8,Robot,"If she gets this job, the decree ""Regroupement Familial Mars 2042"" will allow her to take her family to Mars.","Si elle obtient ce poste, le décret ""Regroupement Familial Mars 2042"" lui permettra d'emmener sa famille sur Mars.",,,
52,9,Robot,"Her brother, Junior, but above all to guarantee a place for her mother Edith!","Son frère, Junior, mais aussi, et surtout, pour garantir une place à sa mère Edith !",,,
52,10,Robot,Grab the urine sample from the counter and follow me into the laboratory to start the analysis.,Prends l'échantillon d'urine sur le comptoir et suis-moi dans le laboratoire pour commencer l'analyse.,,,
53,0,Robot,,,,,
53,11,Robot,"We will start with the CBC analysis. While waiting for the results, we will perform the urine test with the multistix.","Nous commencerons par l'analyse CBC. En attendant les résultats, nous ferons un test d'urine avec le multistix.",,,
53,12,Robot,"If you don't know how to do this, you can use the preparation manual!","Si tu ne sais pas comment faire, tu peux utiliser le manuel de préparation !",,,
53,13,Robot,Right click on the tube in your inventory to perform the required action.,Clic droit sur le tube dans l'inventaire pour effectuer l'action requise.,,,
53,14,Robot,Well done! Now let's move on to the analysis of the automaton.,Bien joué ! Passons maintenant à l'analyse de l'automate.,,,
53,15,Robot,"Careful, you'll ruin the sample! We must not make mistakes! ","Attention, tu vas endommager l'échantillon ! Nous ne devons pas faire d'erreur ! ",,,
53,16,Robot,You need to mix the sample very gently so the blood is homogenous inside the sample.,L'échantillon doit être mélangé doucement pour que le sang soit homogène à l'intérieur de l'échantillon.,,,
53,18,Robot,Don't forget to check the reagent levels.,N'oublie pas de vérifier le niveau des réactifs.,,,
53,21,Robot,"Before starting the analysis in the automaton, the tube must be prepared.","Avant de commencer l'analyse dans l'automate, le tube doit être préparé.",,,
53,22,Robot,Here is the control tube.,Voici le tube de contrôle.,,,
53,23,Robot,"The results will take a little while to arrive, i have not been able to repair all the components of the automaton and it is still a little slow.","Les résultats mettront un peu de temps à arriver. La réparation n'est pas optimale, l'automate est encore un peu lent.",,,
53,24,Robot,"It doesn't matter, in the meantime, we're going to do the urine test with the multistix.","En attendant, nous allons faire le test d'urine avec le multistix.",,,
53,26,Robot,Start by dragging the jar from your inventory to the table.,Commence par faire glisser le bocal de l'inventaire vers la table.,,,
53,27,Robot,"In this process, you need to dip the strip in the sample. The different squares will react and start changing color.","Au cours de ce processus, il faut tremper la bandelette dans l'échantillon. Les différents carrés réagiront et commenceront à changer de couleur.",,,
53,28,Robot,Now take a multistix strip from the container and drag it on the urine container.,Prends maintenant une bandelette multistix dans le récipient et fais-la glisser dans le récipient d'urine.,,,
53,29,Robot,We will then make our analysis by comparing the new strip colors to the color key sheet.,Nous comparerons les couleurs de la bande au référentiel.,,,
53,30,Player,"You didn't select all the correct answers, look closer ! All rows should have a match with the corresponding strip color.","Tu n'as pas sélectionné toutes les bonnes réponses, regarde de plus près ! Toutes les lignes doivent correspondre à la couleur de la bande.",,,
53,31,Robot,"Excellent Job ! According to your findings, the green color in the bottom row clearly show that Julia Balmont has a glucosis problem.","Excellent travail ! D'après tes conclusions, la couleur verte dans la rangée du bas montre clairement que Julia Balmont a un problème de glucose.",,,
53,32,Robot,These results lead me to suspect that the patient may have diabetes. She cannot be an astronaut with values like these.,Ces résultats m'amènent à penser que la patiente souffre peut-être de diabète. Elle ne peut pas être astronaute avec de telles valeurs.,,,
53,33,Robot,"Let's take a look at the results on the automaton now, it should be finished.","Regardons maintenant les résultats sur l'automate, ça devrait être terminé.",,,
53,34,Robot,"You are right, these values are abnormal.","Tu as raison, ces valeurs sont anormales.",,,
53,35,Player,"No, I think you made a mistake in interpreting the results. Go back to the codex and make sure that you have identified the right issue in the multistix category.","Non, je pense que tu as fait une erreur dans l'interprétation des résultats. Retourne au codex et assure-toi d'avoir identifié le bon élément dans la catégorie multistix.",,,
53,36,Robot,We can suspect three potential causes for these high values for Julia Balmont's analysis.,Nous pouvons suspecter trois causes potentielles pour ces valeurs élevées.,,,
53,37,Robot,"One, she is taking EPO, this can be considered as a form of doping, potentially dangerous for her health.","Premièrement, elle prendrait de l'EPO, ce qui peut être considéré comme une forme de dopage. C'est potentiellement dangereux pour sa santé.",,,
53,38,Robot,"Two, Julia Balmont's sample is in fact that of a man, which would directly reveal a falsification of the results.","Deuxièmement, l'échantillon serait en fait celui d'un homme, ce qui révélerait directement une falsification des résultats.",,,
53,39,Robot,"Three, Julia Balmont is suffering from a severe disease.","Troisièmement, Julia Balmont souffrirait d'une maladie grave.",,,
53,40,Robot,"In all three cases, the access to the shuttle would be refused for Julia. I therefore suggest a temporary ban and a more thorough investigation because the suspicion of fraud remains very present.","Dans les trois cas, l'accès à la navette lui serait refusé. Je suggère donc une interdiction temporaire et une enquête plus approfondie car le soupçon de fraude reste très présent.",,,
53,41,Robot,"Yoo-hoo, we have proof that his test is falsified! Store the sample before you tell the government. Mars, here we come !","Yoo-hoo, nous avons la preuve que son test est falsifié ! Archivons l'échantillon avant d'en parler au gouvernement. Mars, nous voilà !",,,
53,42,Robot,"And now select the colors from the color key sheet that are closest to the right strip, then validate.","Et maintenant, sélectionne les couleurs correspondantes puis valide tes choix.",,,
54,0,Robot,,,,,
54,4,Robot,Put the blood sample in the cold storage.,Place l'échantillon de sang dans la chambre froide.,,,
54,5,Robot,Put the urine sample in the same storage.,Place l'échantillon d'urine au même endroit.,,,
54,6,Robot,Excellent work! Let's go to the offices to inform the government of the results of the analysis.,Excellent travail ! Allons dans les bureaux pour informer le gouvernement des résultats de l'analyse.,,,
54,7,Robot,Put the control sample in the correct fridge.,Place l'échantillon de contrôle dans le frigo adéquat.,,,
55,0,Robot,,,,,
