German
Conversation ID,Entry ID,Actor,Original Text,Translated Text [German],Original Menu,Translated Menu [German],Description
34,2,Robot,"If you don't know how to do this, you can use the preparation manual!","Wenn du nicht weißt, wie man das macht, kannst du im Handbuch nachschauen!",,,
34,3,Robot,Right click on the tube in your inventory to perform the required action,"Klicke nun mit der rechten Maustaste auf das Röhrchen, um die erforderliche Aktion durchzuführen.",,,
34,4,Robot,Well done! Now let's move on to the analysis of the automaton.,Gut gemacht! Jetzt können wir mit der Messung am Automaten fortfahren.,,,
34,5,Robot,"Careful, you'll ruin the sample! We must not make mistakes!","Vorsichtig, du wirst die Probe ruinieren! Wir dürfen keine Fehler machen!",,,
34,6,Robot,You need to mix the sample very gently so the blood is homogenous inside the sample.,"Du musst die Probe sehr vorsichtig mischen, um sie zu homogenisieren!",,,
34,7,Robot,Now you know the procedure to get the automaton ready.,"Jetzt weißt du was du tun musst, um den Automaten vorzubereiten.",,,
34,8,Robot,Don't forget to check the reagent levels.,"Vergiss nicht, den Reagenzienstand zu überprüfen.",,,
34,9,Robot,"It's annoying, I know. But thoroughness and precision are crucial in a medical technologist's job.","Das ist lästig, ich weiß. Aber Gründlichkeit und Präzision sind bei der Arbeit als MTL im Labor entscheidend.",,,
34,10,Robot,"I'm watching you, try to do the various operations of the analysis on your own!","Ich schaue dir zu, wie du die verschiedenen Arbeitsschritte der Analyse selbständig durchführst!  ",,,
34,11,Robot,"Great job ! Let's check the results now, we are looking for abnormal values.","Gut gemacht! Lass uns jetzt die Ergebnisse überprüfen, wir suchen nach abnormalen Werten.",,,
34,12,Robot,"There is definitively something wrong, navigate to the codex and try to find a disease that coincides with the values.","Da stimmt definitiv etwas nicht, navigiere mal zum Codex und schaue, welche Krankheit der Computer für diese Ergebnisse vermutet.",,,
34,13,Robot,"Once you are confident with your choice, put the disease into the validation tab in the codex.","Wenn du soweit bist, gib die vermutete Krankheit auf der Registerkarte ""Validierung"" im Codex ein.",,,
34,14,Robot,"No, I think you made a mistake in interpreting the results.","Nein, ich glaube, du hast einen Fehler bei der Interpretation der Ergebnisse gemacht.",,,
34,15,Robot,"You're right, this haemoglobin level is well below the average whereas it was announced as higher in the initial test.","Du hast Recht, dieser Hämoglobinwert liegt weit unter dem Durchschnitt, während er im ersten Test als höher angegeben wurde.",,,
34,16,Robot,Go back to the codex and make sure that you have clicked on the right value to analyse or that you have identified the right problem.,"Gehe zurück zum Codex und vergewissere dich, dass du den richtigen Wert angeklickt hast oder dass du das richtige Problem identifiziert hast.  ",,,
34,17,Robot,So Bernie Russo's analysis has been falsified! What a lack of ethics!,Die Analyse von Bernie Russo wurde also gefälscht! Was für ein Mangel an Ethik!,,,
34,18,Robot,"We need to notify the government of our discovery, but first we need to archive the blood sample and store the control  sample.","Wir müssen die Regierung über unsere Entdeckung informieren, aber zuerst müssen wir die Patientenprobe archivieren und die Kontrollprobe in den Kühlschrank bringen.  ",,,
35,0,Robot,,,,,
35,8,Robot,"Okay, you can put the patient and control sample away into the cabinet or fridge.","Okay, du kannst die Patienten- und die Kontrollprobe in die jeweiligen Schränke stellen.",,,
35,9,Robot,Great work!,Gute Arbeit!,,,
35,10,Robot,Let's go to the offices to inform the government of the results of the analysis.,"Lass uns in das Büro gehen, um die Regierung über die Ergebnisse der Analyse zu informieren.",,,
36,0,Robot,,,,,
36,1,Robot,"Good job, you just solved your first case! Get some rest, you've earned it!","Gute Arbeit, du hast gerade deinen ersten Fall gelöst! Ruh dich aus, du hast es dir verdient!",,,
36,2,Robot,Click on the monitor to send the report to the government.,"Klicke auf den Monitor, um den Bericht an die Regierung zu senden.",,,
36,10,Robot,"Before we finish, I have one more question for you.","Bevor wir fertig sind, habe ich noch eine Frage an dich.",,,
36,11,Robot,Don't forget to put back your PPE in the locker !,"Vergiss nicht, deine PSA wieder in den Spind zu legen!",,,
37,0,Robot,,,,,
37,4,Player,I should call Lilou before I go to sleep,"Ich sollte Lilou anrufen, bevor ich ins Bett gehe.",,,
37,5,Player,Let's see the news of the day on TV,Schauen wir uns die Nachrichten des Tages im Fernsehen an.,,,
37,6,Player,Sleep,Schlafen,,,
37,7,Player,I need to put back my PPE in the locker before sleeping.,Ich muss vor dem Schlafengehen meine PSA in den Spind zurücklegen.,,,
38,0,Robot,,,,,
38,8,TV,News of the day:,Nachrichten des Tages:,,,
38,9,TV,"FC Mars, recently bought by Qatari investors, announces its ambition to win the Champions Galatic League.","Der FC Mars, der vor kurzem von katarischen Investoren gekauft wurde, verkündet sein Ziel, die Champions Galatic League zu gewinnen.",,,
38,10,TV,"To achieve this, they have announced the transfer of great players and the first name mentioned is that of the multiple golden ball winner, Aureliano Foguinho.","Um dies zu erreichen, wurde der Transfer berühmter Spieler angekündigt. Der erste Name, der genannt wurde, ist  Aureliano Foguinho, der mehrfache Gewinner des Goldenen Balls.",,,
39,0,Robot,,,,,
39,11,Player,"Hi little sister, how was your day? I solved my first survey today, I hope to continue like this and get our accesses to Mars soon.","Ich habe heute meinen ersten Fall bearbeitet und hoffe, dass ich so weitermachen kann, sodass wir bald zum Mars fliegen werden.  ",,,
39,12,Lilou,[Unintelligible noises].,[Unverständliche Geräusche],,,
39,13,Lilou,[Unintelligible noises].,[Unverständliche Geräusche].,,,
39,14,Player,You didn't have too many asthma attacks today?,Ich hoffe du hattest heute nicht zu viele Asthmaanfälle?,,,
39,15,Player,"Okay, I hope you feel better tomorrow. I'll leave you, have a good rest and say hello to your auntie!","Okay, ich hoffe, du fühlst dich morgen besser. Ich lasse dich jetzt in Ruhe, ruh dich gut aus und grüß unsere Tante!",,,
40,0,Tutorial,,,,,
40,1,Tutorial,Welcome to the lab !,Willkommen im Labor!,,,
40,2,Tutorial,"To move the camera, hold down the left mouse button and drag your mouse.","Um die Kamera zu bewegen, halte die linke Maustaste gedrückt und ziehe die Maus.",,,
40,3,Tutorial,"To rotate the view, hold down the right mouse button and drag your mouse.","Um die Ansicht zu drehen, halte die rechte Maustaste gedrückt und ziehe die Maus.",,,
40,4,Tutorial,"To move your player, click on the ground where you want to move them to.","Um z. B. den Spieler zu bewegen, klicke dort auf den Boden, wo der Spieler sich hinbewegen soll.",,,
40,5,Tutorial,"To interact with objects that have a red outline, click on them with the left mouse button.","Klicke mit der linken Maustaste auf Objekte mit einem roten Umriss, um mit diesen zu interagieren.",,,
40,6,Tutorial,"For some objects, left clicking will zoom in to orbit mode.",Bei einigen Objekten führt ein Linksklick zu einer Vergrößerung des Orbits.,,,
40,7,Tutorial,You can then hold the left mouse button to rotate around it.,"Du kannst dann die linke Maustaste gedrückt halten, um das Objekt zu drehen.",,,
40,8,Tutorial,"To zoom back out, use the right mouse button.","Um herauszuzoomen, benutze die rechte Maustaste.",,,
40,9,Tutorial,"To zoom the view in or out, use the mouse wheel.","Um die Ansicht zu vergrößern oder zu verkleinern, benutze das Mausrad.",,,
41,0,Player,,,,,
41,1,Henchmen,We will make you an offer you cannot refuse! Falsify analyses for us and you will soon become very rich!,"Wir werden Ihnen ein Angebot machen, das Sie nicht ablehnen können! Fälschen Sie die Analysen für uns und Sie werden bald sehr reich werden!",,,
41,2,Robot,"Stop it, you can't do that! Ahhh!!! Ahhh!!! Ahhh!  ","Hören sie damit auf, das können Sie nicht machen! Ahhh!!! Ahhh!!! Ahhh!",,,
41,3,Player,No way!,Auf keinen Fall!,,,
41,4,Robot,"We have to stop it, they are breaking everything!","Wir müssen sie aufhalten, sie zerstören alles!",,,
41,5,Robot,They are Edith Balmont's henchmen! They have discovered the existence of the laboratory!,Es sind Edith Balmonts Handlanger! Sie haben die Existenz des Labors entdeckt!,,,
41,6,Henchmen,You name it... We will destroy all automatons in this lab if you don’t cooperate with us.,"Ganz genau ... wir werden alle Automaten in diesem Labor zerstören, wenn Sie nicht mit uns zusammenarbeiten.",,,
41,7,Robot,Nooooo!,Nein!,,,
41,8,Player,"Get over it, it's okay. These two men will not stop us from accomplishing our mission.   ","Hör auf, es ist okay. Diese beiden Männer werden uns nicht davon abhalten, unsere Mission zu erfüllen.",,,
41,9,Robot,"Sniff, sniff... You are right, we are stronger than that. We have just received an urgent e-mail from the government for a new analysis.","Schnief, schnief ... du hast recht, wir schaffen das. Wir haben gerade eine dringende E-Mail von der Regierung für eine neue Analyse erhalten.",,,
41,10,Robot,"It's a special request, it's about the sample of the famous footballer Aureliano Foguinho.","Es ist eine besondere Anfrage, es geht um die Probe des berühmten Fußballers Aureliano Foguinho.",,,
41,11,Robot,It's the last day of the mercato and it is absolutely necessary to provide an analysis of his blood to prove that everything is normal and validate his transfer.,"Es ist der letzte Tag des Mercato und daher absolut notwendig, eine Analyse seines Blutes zu erstellen, um zu beweisen, dass alles normal ist und sein Transfert bestätigt werden kann.",,,
41,12,Robot,"All the laboratories are overwhelmed, which is why the government has turned to us...","Alle Labors sind überlastet, weshalb sich die Regierung an uns gewandt hat ...",,,
41,13,Robot,But how can we do this without an automaton ?,Aber wie können wir einen Befund ohne Automaten erstellen?,,,
41,14,Player,"Don't panic, we'll play it old school. Is there a microscope in this laboratory?  ","Keine Panik, wir werden es auf die altmodische Weise tun . Gibt es in diesem Labor ein Mikroskop?",,,
41,15,Robot,"Yes, great idea! But first you need to get your PPE and go to the reception room to take the sample.","Ja, tolle Idee! Aber zuerst musst du deine Schutzkleidung anziehen und die Probe in der Probenannahme abholen.",,,
41,16,Robot,Come help !,Komm hilf mir!,,,
41,17,Robot,,,,,
42,0,Player,,,,,
42,1,Robot,"Here, take the sample on the counter",Nimm die Probe von der Ablage!,,,
42,2,Robot,Scan the barcode! It's not every day that the blood of a personality like Aureliano Foguinho is analysed.,"Scanne den Barcode ein! Es ist nicht alltäglich, dass das Blut einer Persönlichkeit wie Aureliano Foguinho analysiert wird.",,,
42,3,Robot,"CBC Analysis, great, let's head to the lab.","CBC -Analyse, großartig, gehen wir ins Labor.",,,
43,0,Player,,,,,
43,1,Robot,"Before starting the microscopic analysis, you must prepare the blood smear.",Vor Beginn der mikroskopischen Analyse musst du den Blutausstrich vorbereiten.,,,
43,2,Robot,The first step is to put a drop of blood on the glass slide using the pipette tool.,Als Erstes musst du mit einer Pipette einen Tropfen Blut auf einen Objektträger geben.,,,
43,3,Robot,Drag the blood sample from your inventory to the pipette tool to do so.,Ziehe die Blutprobe zur Pipette hin.,,,
43,4,Robot,Press the start button to begin smearing the blood on the slide.,"Drücke die Start -Taste, um das Blut auf dem Objektträger auszustreichen.",,,
43,5,Robot,Now drag the glass slide onto the slide support in the staining machine.,Ziehe nun den Objektträger zur Objektträger-Halterung der Färbemaschine.,,,
43,6,Robot,And start the staining process on the stainbox screen.,Und starte den Färbeprozess auf dem Bildschirm des Färbeautomaten.,,,
43,7,Robot,"Great, now the glass slide is ready to be analysed with the microscope.","Großartig, jetzt ist der Blutausstrich bereit, unter dem Mikroskop beurteilt zu werden.",,,
43,8,Robot,Pick it up and drag it on the microscope.,Nimm den Objektträger und leg ihn unter das Mikroskop.,,,
43,9,Robot,Now look at the screen and try to determine if the blood cells are normal or if there's something wrong using the poster on the left.,"Sieh dir die Blutzellen auf dem Bildschirm an und versuche festzustellen, ob die sie normal sind oder ob etwas nicht stimmt. Du kannst dir das Poster auf der linken Seite zur Hilfe nehmen.",,,
43,10,Robot,Are you sure ? I don't see anything wrong on the microscope screen.,Bist du dir sicher ? Ich sehe nichts Falsches auf dem Mikroskopbildschirm.,,,
43,11,Robot,"Well done, good job! You know the next step. You have to archive the EDTA sample.","Gut gemacht, gute Arbeit! Du kennst den nächsten Schritt. Du musst die EDTA-Probe archivieren.",,,
44,0,Player,,,,,
44,2,Player,"Don't forget to dress up, it's mandatory in the lab!","Vergiss nicht, deine Schutzkleidung anzuziehen, das ist im Labor Pflicht!",,,
45,0,Player,,,,,
45,1,Robot,Put the blood sample in the cold storage.,Leg die Blutprobe in den Kühlschrank.,,,
45,2,Robot,Put the blood smear in the smear box here.,Leg den Blutausstrich hier in den Präparatekasten.,,,
45,3,Robot,Excellent work! Let's go to the offices to inform the government of the results of the analysis.,"Ausgezeichnete Arbeit! Gehen wir ins Büro, um die Regierung über die Ergebnisse der Analyse zu informieren.",,,
46,0,Player,,,,,
46,2,Robot,"There you go, one good thing done.",So das wäre erledigt!,,,
46,3,Robot,"You can see that the old ways  can come in handy in a crisis. That's it for today, I think we've had our share of excitement.","Wie du siehst, können die alten Arbeitsmethoden in einer Krise nützlich sein. Das war's für heute, ich denke, wir hatten genug Aufregung.",,,
46,4,Robot,Have a good rest and see you tomorrow!,Ruh dich gut aus und wir sehen uns morgen!,,,
46,7,Robot,Don't forget to put back your PPE in the locker !,"Vergiss nicht, deine PSA wieder in den Spind zu legen!",,,
47,0,Player,,,,,
47,7,Player,I should call Lilou before I go to sleep,"Ich sollte Lilou anrufen, bevor ich schlafen gehe.",,,
47,8,Player,Let's see the news of the day on TV,Lass uns die Nachrichten des Tages im Fernsehen angucken,,,
47,9,Player,Sleep,Schlafen,,,
47,10,Player,I need to put back my PPE in the locker before sleeping.,Ich muss vor dem Schlafengehen meine PSA in den Spind zurücklegen.,,,
48,0,Player,,,,,
48,11,TV,News of the day:,Neuigkeiten des Tages:,,,
48,12,TV,"Aureliano, where are you? The football artist has still not taken his place in the ship, while all the humans living on Mars are waiting for him.","Aureliano, wo bist du? Der Fußballkünstler hat  immer noch nicht seinen Platz auf dem Raumschiff eingenommen, während alle Menschen, die bereits auf dem Mars leben, ihn  erwarten.",,,
48,13,TV,"Some say it's a problem with his salary, others say it's a problem with his medical examination...","Einige sagen, der Grund sei ein Problem mit seinem Gehalt, andere sagen, es gäbe ein Problem bei seiner medizinischen Untersuchung ...",,,
48,14,TV,The Qatari buyers of FC Mars have said they are worried and hope that the transfer will be validated before the end of the mercato.,"Die katarischen Käufer vom FC Mars sind besorgt und hoffen, dass der Transfer vor dem Ende des Mercato bestätigt wird.",,,
48,15,TV,"Oh, breaking news, I've just been told that the player's medical tests have been validated.","Oh, wichtige Eilmeldung: Mir wurde gerade mitgeteilt, dass die medizinischen Tests des Spielers o.k. sind.",,,
48,16,TV,He has just signed his contract and will therefore be a player of FC Mars next season.,Er hat gerade seinen Vertrag unterzeichnet und wird daher in der nächsten Saison beim FC Mars spielen.,,,
49,0,Player,,,,,
49,16,Player,"Hello auntie, how are you?   ","Hallo Tante, wie geht es dir?",,,
49,17,Lilou,[Unintelligible noises].,[Unverständliche Geräusche].,,,
49,19,Player,"You're right, we shouldn't wake her up. I'll call again tomorrow...  ","Du hast recht, wir sollten sie nicht aufwecken. Ich werde morgen wieder anrufen ...",,,
50,0,Quizz,,,,,
51,0,Quizz,,,,,
51,1,Robot,"Hey wake up, I have good news, the automaton is fixed!","Hey, wach auf, ich habe gute Nachrichten, der Automat ist repariert!",,,
51,2,Robot,I had to work all night but it was important because today we have an important analysis.,"Ich musste die ganze Nacht arbeiten, aber es war notwendig, weil wir heute eine wichtige Analyse haben.",,,
51,3,Player,Grmphff...,GRMPHFF ...,,,
51,4,Robot,The government has just sent me a message.,Die Regierung hat mir gerade eine Nachricht geschickt.,,,
51,5,Robot,"We are to carry out a thorough analysis of the samples of Julia Balmont, the eldest daughter of Edith Balmont, the suspected godmother of the local mob.","Wir sollen eine gründliche Analyse der Proben von Julia Balmont, der ältesten Tochter von Edith Balmont, der mutmaßlichen Patin der örtlichen Mafia, durchführen.",,,
51,6,Robot,"If we can prove that the first analysis was falsified, the secret service promises us a place in the laboratory of the spacecraft that shuttles between Mars and Earth!","Wenn wir beweisen können, dass die erste Analyse gefälscht wurde, verspricht uns der Geheimdienst einen Platz im Labor des Raumfahrzeugs, das zwischen Mars und Erde fliegt.",,,
51,7,Player,"Wow, let me get ready and I'll meet you in the reception room! Today we're going to save Lilou!","Wow, ich treffe dich in der Probenannahme, sobald ich fertig bin. Heute retten wir Lilou!",,,
51,8,Robot,"Okay, see you soon!","Okay, bis gleich!",,,
52,0,Robot,,,,,
52,1,Robot,Scan the blood sample barcode!,Scanne den Blutproben -Barcode!,,,
52,2,Robot,"Here, take the blood sample on the counter.",Nimm die Blutprobe von der Ablage.,,,
52,3,Robot,This is Julia Balmont's blood sample. She has apparently applied for a job as an astronaut to carry out missions on Mars.,"Dies ist Julia Balmonts Blutprobe. Sie hat sich anscheinend für einen Job als Astronautin  beworben, um Missionen auf dem Mars durchzuführen.",,,
52,4,Robot,The tests for astronauts are more complicated.,Die Tests für Astronauten sind komplexer.,,,
52,5,Robot,You have to do both a blood test via the automaton and a urine test via the multistix.,Sie müssen sowohl einen Bluttest über den Automaten als auch einen Urintest über einen Multistix-Teststreifen durchführen.,,,
52,6,Player,Why might the sample be falsified?,Warum sollen die Ergebnisse gefälscht sein?,,,
52,7,Robot,"As I told you, she is Edith Balmont's daughter.","Wie ich schon sagte, sie ist Edith Balmonts Tochter.",,,
52,8,Robot,"If she gets this job, the decree ""Regroupement Familial Mars 2042"" will allow her to take her family to Mars.","Wenn sie diesen Job bekommt, erlaubt das Dekret ""Familienzusammenführung Mars 2042"" es ihr, ihre Familie auf den Mars zu holen.",,,
52,9,Robot,"Her brother, Junior, but above all to guarantee a place for her mother Edith!","Um ihrem Bruder Junior, aber vor allem, ihrer Mutter Edith einen Platz zu garantieren!",,,
52,10,Robot,Grab the urine sample from the counter and follow me into the laboratory to start the analysis.,"Nimm die Urinprobe von der Ablage und komm mit in das Labor, um die Analyse durchzuführen.",,,
53,0,Robot,,,,,
53,11,Robot,"We will start with the CBC analysis. While waiting for the results, we will perform the urine test with the multistix.","Wir werden mit der CBC -Analyse beginnen. Während wir auf die Ergebnisse warten, werden wir den Urintest mit dem Multistix durchführen.",,,
53,12,Robot,"If you don't know how to do this, you can use the preparation manual!","Wenn du nicht weißt, wie das geht, kannst du im Vorbereitungshandbuch nachsehen!",,,
53,13,Robot,Right click on the tube in your inventory to perform the required action.,"Klicke nun mit der rechten Maustaste auf das Röhrchen, um die erforderliche Aktion durchzuführen.",,,
53,14,Robot,Well done! Now let's move on to the analysis of the automaton.,Gut gemacht! Lass uns nun mit der Analyse am Automatens fortfahren.,,,
53,15,Robot,"Careful, you'll ruin the sample! We must not make mistakes! ","Vorsicht, du wirst die Probe ruinieren! Wir dürfen keine Fehler machen!",,,
53,16,Robot,You need to mix the sample very gently so the blood is homogenous inside the sample.,"Du musst die Probe sehr vorsichtig mischen, um sie zu homogenisieren!",,,
53,18,Robot,Don't forget to check the reagent levels.,"Vergiss nicht, die Reagenzien zu überprüfen.",,,
53,21,Robot,"Before starting the analysis in the automaton, the tube must be prepared.",Vor Beginn der Analyse im Automaten muss die Probe vorbereitet werden.,,,
53,22,Robot,Here is the control tube.,Hier ist die Kontrollprobe.,,,
53,23,Robot,"The results will take a little while to arrive, i have not been able to repair all the components of the automaton and it is still a little slow.","Es dauert eine Weile bis die Ergebnisse fertig sind. Da ich nicht alle Komponenten des Automaten reparieren konnte, ist er immer noch etwas langsam.",,,
53,24,Robot,"It doesn't matter, in the meantime, we're going to do the urine test with the multistix.",In der Zwischenzeit werden wir den Urintest mit dem Multistix durchführen.,,,
53,26,Robot,Start by dragging the jar from your inventory to the table.,Bring jetzt die Urinprobe zum Arbeitstisch.,,,
53,27,Robot,"In this process, you need to dip the strip in the sample. The different squares will react and start changing color.",Bei dieser Analyse musst du den Streifen in die Urinprobe eintauchen. Die verschiedenen Testfelder reagieren mit der Probe und beginnen die Farbe zu verändern.,,,
53,28,Robot,Now take a multistix strip from the container and drag it on the urine container.,Nimm nun einen Multistix -Streifen aus dem Behälter und ziehe ihn zum Urinbehälter.,,,
53,29,Robot,We will then make our analysis by comparing the new strip colors to the color key sheet.,"Wir werden dann unsere Analyse auswerten, indem wir die Farbänderungen der Testfelder mit dem angegebenen Farbcode vergleichen.",,,
53,30,Player,"You didn't select all the correct answers, look closer ! All rows should have a match with the corresponding strip color.","Du hast nicht alle richtigen Antworten ausgewählt, schau genauer hin! Alle Testfelder sollten mit der entsprechenden Teststreifenfarbe übereinstimmen.",,,
53,31,Robot,"Excellent Job ! According to your findings, the green color in the bottom row clearly show that Julia Balmont has a glucosis problem.","Exzellente Arbeit! Laut deiner Auswertung zeigt die grüne Farbe in der unteren Reihe deutlich, dass Julia Balmont ein Glukoseproblem hat.",,,
53,32,Robot,These results lead me to suspect that the patient may have diabetes. She cannot be an astronaut with values like these.,"Diese Ergebnisse lassen vermuten, dass die Patientin Diabetes haben könnte. Mit solchen Werten kann sie keine Astronautin werden.",,,
53,33,Robot,"Let's take a look at the results on the automaton now, it should be finished.","Schauen wir uns jetzt die Ergebnisse am Automaten an, sie sollten fertig sein.",,,
53,34,Robot,"You are right, these values are abnormal.","Du hast Recht, diese Werte sind abnormal.",,,
53,35,Player,"No, I think you made a mistake in interpreting the results. Go back to the codex and make sure that you have identified the right issue in the multistix category.","Nein, ich denke, du hast einen Fehler bei der Interpretation der Ergebnisse gemacht. Geh zurück zum Code und stelle sicher, dass du das richtige Problem in der Kategorie Multistix identifiziert hast.",,,
53,36,Robot,We can suspect three potential causes for these high values for Julia Balmont's analysis.,Wir können drei potenzielle Ursachen für diese hohen Werte bei der Probenanalyse von Julia Balmont vermuten.,,,
53,37,Robot,"One, she is taking EPO, this can be considered as a form of doping, potentially dangerous for her health.",Erstens sie nimmt EPO. Dies kann als eine Form des Dopings angesehen werden und ist potenziell gefährlich für ihre Gesundheit.,,,
53,38,Robot,"Two, Julia Balmont's sample is in fact that of a man, which would directly reveal a falsification of the results.","Zweite Möglichkeit, Julia Balmonts Probe hat die Blutprobe eines Mannes als ihre eingereicht, das ist Betrug.",,,
53,39,Robot,"Three, Julia Balmont is suffering from a severe disease.","Drittens, Julia Balmont leidet an einer schweren Krankheit.",,,
53,40,Robot,"In all three cases, the access to the shuttle would be refused for Julia. I therefore suggest a temporary ban and a more thorough investigation because the suspicion of fraud remains very present.","In allen drei Fällen würde der Zugang zum Shuttle für Julia abgelehnt werden. Ich schlage daher ein vorübergehendes Flugverbot und eine gründlichere Untersuchung vor, da der Verdacht auf Betrug im Raum steht.",,,
53,41,Robot,"Yoo-hoo, we have proof that his test is falsified! Store the sample before you tell the government. Mars, here we come !","Yoo-hoo, wir haben den Beweis dafür, dass sein Test gefälscht ist! Bewahren Sie die Stichprobe auf, bevor Sie der Regierung erzählen. Mars, hier kommen wir!",,,
53,42,Robot,"And now select the colors from the color key sheet that are closest to the right strip, then validate.",Werte nun die Farben des Teststreifens mit Hilfe des Farbscodes aus und validiere sie dann.,,,
54,0,Robot,,,,,
54,4,Robot,Put the blood sample in the cold storage.,Leg die Blutprobe in den Kühlschrank. ( Archivschrank),,,
54,5,Robot,Put the urine sample in the same storage.,Leg die Urinprobe in den selben Kühlschrank.,,,
54,6,Robot,Excellent work! Let's go to the offices to inform the government of the results of the analysis.,"Ausgezeichnete Arbeit! Gehen wir ins Büro, um die Regierung über die Ergebnisse der Analyse zu informieren.",,,
54,7,Robot,Put the control sample in the correct fridge.,Leg die Kontrollprobe in den richtigen Kühlschrank.,,,
55,0,Robot,,,,,
